"","year_vcs","first_vcs","first_vcs_other","first_bazaar","first_cvs","first_git","first_hg","first_monotone","first_svn","first_other","first_other_text","use_bitbucket","use_github","use_gitlab","use_sourceforge","use_selfhost","use_nothing","use_other_platform","use_selfhost_text","use_other_platform_text","why_no_platform","freq_git","freq_git_text","freq_platform","freq_platform_text","use_local_gui","use_local_term","use_local_other","use_local_other_text","why_vcs","why_vcs_text","how_learn_books","how_learn_credit_course","how_learn_online_course","how_learn_rtfm","how_learn_accel","how_learn_webinar","how_learn_workshop","how_learn_other","how_learn_other_text","who_taught_git","when_learn_git","when_learn_git_other","local_ease","ghp_ease","proficiency","freq_reteach","freq_reteach_text","fave_resource","have_taught","make_materials","regularly_teach","teach_inperson","teach_vasync","teach_vsync","improve_teaching","why_ghps","why_ghps_other_text","ghp_as_backup","use_ci","use_annotation","use_fork_pr","use_issues","use_pages","use_boards","use_wikis","use_other_feat","use_other_feat_text","how_use_ci","private_fund","public_fund","dontknow_fund","no_funds","other_fund","other_fund_text","fund_open","scholexp_collab","scholexp_edu","scholexp_method","scholexp_peerprod","scholexp_peer_review","scholexp_pub","scholexp_qa","scholexp_repro","scholexp_other","scholexp_other_text","author_collab","freq_author_collab","freq_author_collab_text","onboarding","how_doc","aca_platform","copy_longterm","archive_figshare","archive_ir","archive_osf","archive_sh","archive_zenodo","archive_other","archive_other_text","disc","disc_other_text","status","status_other_text","length_role","institution","institution_other_text"
"40","2018","Git","-99",0,0,1,0,0,0,0,"-99",1,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,1,0,0,0,0,0,"-99","-99","After entering postsecondary education","-99","1","1","3","Never","-99","-99","No","","",NA,NA,NA,"","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,1,0,0,"-99","enforcing code standards, testing, build, deployment",0,1,0,0,0,"-99","",1,0,0,0,0,0,0,1,0,"-99","Yes","Weekly","-99","No","-99","Maybe","Yes",0,0,0,0,1,0,"-99","Computer Science","-99","Staff","-99","0-3 years","Private University","-99"
"41","2004","SVN","-99",0,0,0,1,0,0,0,"-99",1,0,0,0,0,0,0,"-99","-99","","Weekly","-99","Daily","-99",0,1,0,"-99","Other:","bitbucket close hg support",0,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","4","4","4","Once a semester","-99","-99","Yes","I make them myself","Yes",0,0,1,"-99","Version Control","-99","Yes",0,0,0,1,0,0,0,0,"-99","",0,0,0,1,0,"-99","",1,1,1,1,1,1,1,1,0,"-99","Yes","Daily","-99","Yes","-99","Maybe","No",NA,NA,NA,NA,NA,NA,"","Computer & Information Sciences","-99","Postdoc","-99","11+ years","Public University","-99"
"42","2011","Git","-99",0,0,1,0,0,0,0,"-99",1,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","Other:","It seemed fun to learn.",0,0,0,0,0,0,0,1,"Online documentation (non blog, article, book)","Self-taught","Other:","After college and working a few years","2","2","3","Never","-99","Random blog posts with ""git tricks"" e.g., https://www.pixelstech.net/article/1577518612-How-to-undo-git-changes","Yes","I make them myself","No",0,1,0,"I don't think this is applicable, I mostly write online tutorials and people are free to use (or not).","Version Control","-99","Yes",1,1,1,1,1,0,0,0,"-99","I'm a software engineer, so CI/CI is essential for testing, and build / deploy for containers. All changes (via PR) are tested during review.",0,0,0,0,1,"soft money (no job security)","",1,1,0,0,1,0,1,1,0,"-99","Yes","Daily","-99","No","Usually in a README.md. I don't do anything other than computational work so I don't need more than that.","No","Yes",0,0,1,0,1,0,"-99","Other","-99","Staff","-99","4-7 years","Private University","-99"
"43","2006","CVS","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,1,0,0,"CERN","-99","","Daily","-99","Daily","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,0,1,0,0,0,0,"-99","self-taught","Before entering postsecondary education","-99","4","2","4","Once a semester","-99","stack overflow","Yes","I make them myself","No",1,0,0,"cheat sheats of ""to do this, you need to do X""","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,0,0,0,0,"-99","verify unit tests, code coverage and geneerate release artifacts",0,1,0,0,0,"-99","",1,0,0,0,0,0,0,0,0,"-99","Yes","Weekly","-99","Yes","nothing formal","Maybe","No",NA,NA,NA,NA,NA,NA,"","Elementary Particle Physics","-99","Continuing-contract/clinical/teaching faculty","-99","0-3 years","Private University","-99"
"44","2004","SVN","-99",0,0,1,0,0,1,0,"-99",0,1,1,0,1,0,0,"Self-hosted Gitlab, git+ssh, svn+ssh","-99","","Daily","-99","Weekly","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,0,1,0,0,0,0,"-99","Whoever wrote the Git book.  Also, google.","After entering postsecondary education","-99","2","3","3","Never","-99","https://git-scm.com/book/en/","No","","",NA,NA,NA,"","Openness (e.g. sharing data and code for open access)","-99","Yes",0,0,1,1,0,0,0,0,"-99","",1,0,0,0,0,"-99","",0,0,1,0,0,1,0,0,0,"-99","Yes","Monthly","-99","Yes","A chaotic jumble of text files, OneNote, and Jupyter notebooks.","Maybe","Yes",0,0,1,0,1,0,"-99","Physics ","-99","Postdoc","-99","8-10 years","Public University","-99"
"45","2010","CVS","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","Other:","My work switched from CVS+SVN to using git, so I switched as well.",1,0,0,1,0,1,0,1,"Work colleagues","The first time I learned to use git I read a help document made by some work colleagues.","After entering postsecondary education","-99","2","1","3","Other:","On occasion I look something up, but otherwise I don't have to ""reteach"" myself.","blog posts","Yes","I mix original and secondary materials","No",1,0,0,"A concise handout with graphics. It doesn't have to be only 1 page, but it should be short.","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,0,0,1,1,"Docker registries","I use it to unit test my code, do integration tests, and build Docker images.",0,1,0,0,0,"-99","",1,1,1,1,1,1,1,1,0,"-99","Yes","Daily","-99","No","We write papers using LaTeX, which is stored in git repositories hosted in GitLab. These are eventually peer reviewed and published.","Maybe","No",NA,NA,NA,NA,NA,NA,"","Elementary Particle Physics","-99","Postdoc","-99","0-3 years","Public University","-99"
"46","2014","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","I need a version control system.","-99",1,0,0,0,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","2","3","Once a semester","-99","-99","Yes","I make them myself","No",1,0,0,"-99","Version Control","-99","Yes",0,0,1,1,1,0,0,0,"-99","",1,1,0,0,0,"-99","Yes",1,0,1,0,1,0,0,0,0,"-99","Yes","Daily","-99","No","-99","Maybe","No",NA,NA,NA,NA,NA,NA,"","Bioinformatics ","-99","Staff","-99","0-3 years","Private University","-99"
"47","2002","SVN","-99",0,0,1,0,0,0,0,"-99",1,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,1,0,0,0,0,"-99","No individual; all online materials.","After entering postsecondary education","-99","3","2","4","Other:","Depends on the meaning of “reteach”. I look up / learn something new every few months. I never have to relearn the basics.","“git help”","Yes","I mix original and secondary materials","No",1,0,0,"I think it really depends what you mean by “teach git”. I often help colleagues fix problems, preferably why standing at a whiteboard and telling them it's all quite simple if they just think about the DAG. (Seriously! They love me!)","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,0,1,0,"-99","Almost all code in my projects is run through a CI system to check for correctness on commit. Depending on project, that might be Jenkins, Travis and/or AppVeyor.  I benefit from CD systems primarily used for publishing documentation which were designed by others; I rarely use them myself.",0,1,0,0,0,"-99","",1,0,0,0,1,1,1,1,0,"-99","Yes","Daily","-99","Yes","We have extensive developer documentation.","Maybe","No",NA,NA,NA,NA,NA,NA,"","Astrophysics ","-99","Continuing-contract/clinical/teaching faculty","-99","0-3 years","Public University","-99"
"48","1999","CVS","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,1,0,0,0,0,"-99","Me","After entering postsecondary education","-99","3","2","3","Once a semester","-99","None","Yes","I make them myself","No",1,0,0,"More knowledge myself!","Other:","Backup for all my work.","Yes",0,0,0,1,1,0,0,0,"-99","",0,1,0,0,0,"-99","",1,1,0,0,1,1,0,0,0,"-99","Yes","Weekly","-99","Yes","Common wikis.","Maybe","No",NA,NA,NA,NA,NA,NA,"","Physics ","-99","Tenure track faculty","-99","8-10 years","Private University","-99"
"49","2001","CVS","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,1,1,0,"git via ssh to linux server","-99","The code isn’t shared with anyone else","","","","",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","","",""
"50","2019","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",1,1,0,"-99","Other:","Required by academic instructor",1,1,1,0,1,0,0,0,"-99","Professor / TA of Intro to Data Science course","After entering postsecondary education","-99","2","1","3","Once a semester","-99","Linkedin Learning (previous known as Lynda)","No","","",NA,NA,NA,"","Publishing (e.g. making content available online)","-99","No",0,0,1,0,1,0,0,0,"-99","",0,0,0,1,0,"-99","",0,1,0,1,0,0,0,0,0,"-99","Yes","Monthly","-99","No","-99","Yes","No",NA,NA,NA,NA,NA,NA,"","Computer Science","-99","Masters student","-99","0-3 years","Private University","-99"
"51","2007","Other","Perforce",0,0,1,0,0,1,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","My collaborators use it.","-99",0,0,0,0,0,0,0,1,"Learned from classmates to streamline a group project","-99","After entering postsecondary education","-99","5","5","1","Weekly","-99","-99","No","","",NA,NA,NA,"","Other:","Mandated by project leadership","No",0,0,1,0,0,0,0,0,"-99","",0,1,0,0,0,"-99","",1,0,0,0,0,0,0,0,0,"-99","Yes","Daily","-99","No","-99","No","No",NA,NA,NA,NA,NA,NA,"","Physics ","-99","Staff","-99","0-3 years","Private University","-99"
"52","2012","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","My collaborators use it.","-99",1,0,0,1,0,1,0,0,"-99","-99","After entering postsecondary education","-99","3","1","3","Never","-99","-99","No","","",NA,NA,NA,"","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",0,1,1,1,0,1,0,0,"-99","",1,0,0,0,0,"-99","",0,0,0,1,0,0,0,0,0,"-99","No","","","","-99","Maybe","Yes",0,0,0,0,1,0,"-99","Bioinformatics ","-99","Staff","-99","8-10 years","Private University","-99"
"53","2014","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,0,1,0,1,0,0,"-99","I learned on Stack Overflow mostly, so no one in particular.","After entering postsecondary education","-99","2","2","5","Other:","I still have to google things from time to time, but I teach how to use git","The book ""Pro Git"": https://git-scm.com/book/en/v2","Yes","I make them myself","No",1,0,0,"In room teaching assistants are very helpful. I need to learn how to teach version control virtually this year though, so software that allows for break out sessions with students to pair program would be helpful.","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,1,0,0,"-99","CI/CD is hugely important. I am one of the core devs of a Python library and in addition to running out test suite in GitHub Actions we also use GitHub Actions to deploy our software to PyPI, our docs to GitHub Pages and Read the Docs, and Docker images with our library to Docker Hub.",0,1,0,0,0,"-99","",1,1,1,0,1,1,1,1,0,"-99","Yes","Daily","-99","Yes","In a git repo in Markdown documents on GitHub.","Maybe","Yes",0,0,0,0,1,0,"-99","Physics ","-99","Postdoc","-99","0-3 years","Public University","-99"
"54","2005","SVN","-99",0,0,1,0,0,0,0,"-99",1,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","4","3","4","Once a semester","-99","-99","Yes","I mix original and secondary materials","No",1,0,0,"-99","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,0,0,0,0,"-99","Unit test and building the documentation",1,1,0,0,0,"-99","Yes",1,0,1,0,1,1,0,1,0,"-99","Yes","Daily","-99","Yes","-99","Maybe","No",NA,NA,NA,NA,NA,NA,"","Astronomy ","-99","Tenure track faculty","-99","0-3 years","Private University","-99"
"55","2010","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","Other:","Recommendation by others",1,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","1","5","Once a semester","-99","StackOverflow","Yes","I reuse materials from others","No",0,0,1,"helper are crucial","Openness (e.g. sharing data and code for open access)","-99","No",1,1,1,1,1,0,0,0,"-99","I use CI to execute test suites",0,1,0,0,0,"-99","",0,0,1,0,0,0,0,0,0,"-99","Yes","Weekly","-99","Yes","-99","Maybe","Yes",0,0,0,0,1,0,"-99","Energy Management & Systems ","-99","Postdoc","-99","0-3 years","Other:","Research institute"
"56","2000","CVS","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,1,0,0,0,0,"-99","Self taught","After entering postsecondary education","-99","3","1","5","Never","-99","Git Pro book","Yes","I make them myself","No",1,0,0,"Easier installation","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,1,0,0,"-99","All projects in my group use a mix of ci sysyems (Travis, appveyor, teamcity and builkite, depending on needs) to automate tests (both unit tests and integration between components), for deploying websites and documentation, and for continuous deployment of staging systems",1,1,0,0,0,"-99","Yes",1,0,0,0,0,1,0,1,0,"-99","Yes","Daily","-99","Yes","Website","No","No",NA,NA,NA,NA,NA,NA,"","Epidemiology ","-99","Other","Research software engineer","4-7 years","Public University","-99"
"57","2000","SVN","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,1,"-99","Institution hosted internal GitLab","","Daily","-99","Daily","-99",0,1,0,"-99","Other:","Heard about it from peers",0,0,0,0,0,0,0,1,"man pages (offline, included with the software, documentation)","No-one, I learnt it myself.","After entering postsecondary education","-99","2","1","5","Never","-99","git --help and man git/git-subcommand","Yes","I mix original and secondary materials","Yes",1,0,0,"More freedom to deviate from the upstream Software Carpentries courses, but then we cannot call it ""carpentries"" which has internal political opposition.","Change tracking (e.g. changes/additions to code on a macro-scale)","-99","Yes",1,1,1,1,1,1,0,0,"-99","All of our repos have CI to enforce code-standards on all merge requests, check labels and formatting is correct on issues raised against the repository and check workflow is correct.  We also CD to auto-generate reports (in PDF) from repositories with documentation/contracts in markdown format.",1,1,1,1,0,"-99","",1,1,0,0,1,0,1,1,0,"-99","Yes","Weekly","-99","No","Markdown files in git repositories.","No","No",NA,NA,NA,NA,NA,NA,"","Computer Science","-99","Other","Staff & ad-hoc lecturer (1 or 2 contracts, depending on time of year - lecturing typically 6 months at a time)","8-10 years","Public University","-99"
"58","1994 or earlier","CVS","-99",0,0,1,0,0,0,0,"-99",1,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","I need a version control system.","-99",0,0,0,1,0,0,0,0,"-99","Myself","After entering postsecondary education","-99","2","2","4","Never","-99","Google","Yes","I make them myself","No",1,0,0,"Cheat sheet","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,1,0,0,"-99","Testing after every commit and daily",0,1,0,0,0,"-99","",1,0,0,0,0,0,0,0,0,"-99","Yes","Daily","-99","No","Not really documented","Maybe","Yes",0,0,0,0,1,0,"-99","Computer Science","-99","Staff","-99","4-7 years","Public University","-99"
"59","2007","CVS","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","I need a version control system.","-99",0,0,0,0,0,0,1,0,"-99","It was a Research IT course at the University of Manchester","After entering postsecondary education","-99","2","2","4","Once a semester","-99","The other people in my office!","No","","",NA,NA,NA,"","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,0,1,0,0,"-99","We have Travis set up to check pull requests (where we use various tools such as pylint, flake8 and vera), and then we have a local server set up with Jenkins to run our own integration testing specific to our particular codebase.",1,1,0,0,1,"Mainly public.","Yes",1,0,0,0,0,0,0,0,0,"-99","Yes","Monthly","-99","Yes","We document our code using e.g. doxygen and we have documentation about our codebase and how to use/develop for it that we maintain, also via GitHub.","Maybe","Yes",0,1,0,0,1,0,"-99","Computer Science","-99","Postdoc","-99","0-3 years","Public University","-99"
"60","2007","Bazaar","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Weekly","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,0,0,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","2","4","Never","-99","git command line help / stackoverflow / google","Yes","I make them myself","No",1,0,0,"focus on really simple tasks for first lesson, prepare more introductory exercises","Collaboration (e.g. editing and updating data/code within a team)","-99","No",1,0,1,1,1,0,0,0,"-99","Setup travis or github actions to run automated tests and to publish web material",0,1,0,0,0,"-99","",1,1,0,0,1,0,0,0,0,"-99","Yes","Once every 4 months","-99","No","research projects: I provide actual docs (narrative + parameter files + code examples) for some important projects. Minor/private tasks remain mostly undocumented.","No","Yes",0,0,0,0,1,0,"-99","Physics ","-99","Postdoc","-99","8-10 years","Public University","-99"
"61","2010","Git","-99",0,0,1,0,0,0,0,"-99",1,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","My collaborators use it.","-99",0,0,0,1,0,0,0,1,"from friends/collaborators","fellow student in last year of undergrad","Before entering postsecondary education","-99","4","3","4","Weekly","-99","https://git-scm.com/doc","No","","",NA,NA,NA,"","Other:","all of the above?","Yes",1,1,1,1,0,0,1,0,"-99","used Travis on various projects written in Java and Python",1,1,0,0,0,"-99","No",1,1,0,0,1,0,1,1,0,"-99","Yes","Daily","-99","No","-99","Maybe","Yes",0,0,0,0,1,0,"-99","Numeracy & Computational Skills","-99","Staff","-99","0-3 years","Public University","-99"
